alignment_index,id2,series2,begin2,end2,s2_no_gaps,id,series,begin,end,s1_no_gaps,matches
118,page_238,mega,605,1451,"d ein Haus, worin man arbeitet, nach Belieben für eine Fabrik (factory) zu erklären Zweitens: Die Geschichte der Reglung des Arbeitstags in einigen Pro‐duktionsweisen, in andern der noch fortdauernde Kampf um diese Reglung, beweisen handgreiflich, daß der vereinzelte Arbeiter, der Arbeiter als ""freier"" Verkäufer seiner Arbeitskraft, auf gewisser Reifestufe der kapi‐ talistischen Produktion, widerstandslos unterliegt. Die Schöpfung eines Normal‐Arbeitstags ist daher das Produkt eines langwierigen, mehr oder minder versteckten Bürgerkriegs zwischen der Kapitalistenklasse und der Arbeiterklasse. Wie der Kampf eröffnet wird im Umkreis der modernen Industrie, so spielt er zuerst in ihrem Heimathsland, England lischen Fabrikarbeiter waren die Preisfechter nicht nur der englischen, sondern der modernen Arbeiterklasse überhaupt, wie auch ihre",1906-07a,dnz,906090,906961," des reinen Willens. Ein vollständiges Verständnis der Gesellschaft ist aber nur noch vom sozia¬ listischen Standpunkt aus möglich, weil die Entwicklung der Gesellschaft heute zum Sozialismus führt und daher jeder, der diesen von vornherein ablehnt, sich auch die Tore zur Erkenntnis jener verschließt. So trennen sich auch in der Ethik bürgerliche und proletarische Wissenschaft, und verurteilt sich jeder Sozialist zur Unfruchtbarkeit, der sich von dem Anspruch der ersteren betören¬ läßt, daß sie die Wissenschaft darstelle. Gewerkschaftsbewegung und Arbeiterschutgesetzgebung in England. Von B. Peingartz (London). ""Wie der Kampf eröffnet wird im Umkreis der modernen Industrie, spielt er zuerst in ihrem Die englischen Fabrik¬ Heimatland, England. arbeiter waren die Preisfechter. nicht nur der englischen, sondern der modernen, Arbeiterklasse überhaupt. Also schrie",232
119,page_437,mega,1523,1720,"also, von welcher entscheidenden Wichtigkeit die Form‐verwandlung von Werth und Preis der Arbeitskraft in Arbeitslohn oder in Werth und Preis der Arbeit selbst. Auf dieser Erscheinungsform, die das",1906-07a,dnz,1932680,1932861,"l, zur Bestreitung seines Daseins in den Zeiten, in welchen die Arbeitskraft in Abnahme begriffen ist"" und die These aufstellt: ""Das Einkommen aus der Arbeit selbst soll schon die A",77
120,page_251,mega,1660,1819,"10 Stunden nothwendige Arbeit, das Stück b c 2 Stunden Mehrarbeit. Wie kann nun die Produktion von Mehrwerth vergrößert, d. h. die Mehrarbeit verlängert werden",1895-96b,dnz,1725364,1725821," Stunden nothwendige¬ sein s5:(5+ 31⁄4) = 3:5), um der Ermüdung entgegenzuwirken. Und wenn das Ver¬ hältniß 1/1 ist, d. h. wenn von 10 Stunden Geharbeit die Arbeitszeit Lmal so groß¬ wie die Ruhezeit ist, würde eine Zugabe von Ruhe von 71⁄2 Stunden erforderlich sein (genau: 776). Die Arbeitszeit betrüge 61⁄2 Stunden, die Ruhezeit 31⁄2. Um das Verhältniß der Arbeitszeit zur Ruhezeit auf das von 8:5 zu bringen, muß die Ruhe¬ zeit um 71⁄2 verlängert werden",40
121,page_522,mega,2029,2390,"den größten Theil seiner Doktrin aus Sir J. Steuart, den er jedoch verdreht. Z. B. wenn Steuart sagt: ""Hier, in der Sklaverei, existirte eine gewaltsame Methode die Menschheit arbeitsam ❲für die Nichtarbeiter❳ zu machen ... Die Menschen wurden damals zur Arbeit ❲d. h. zur Gratisarbeit für Andere❳ gezwungen, weil sie Sklaven von andern waren; die Menschen sind",1903-04a,dnz,141774,142281,"en Gesichts¬ punkt aus betrachten. Denn inzwischen ist ein neues Band in Wirksamkeit getreten, das die menschlichen Gesellschaften zusammenhält: je seßzhafter die Menschen wurden, desto wichtiger wurde für sie das gemeinsame Territorium, das sie von den Ahnen ererbt. Wo die Blutbande die Gesellschaft zusammenhalten, da können die Nationen. sich von gegensettiger Vermischung frei halten auch dort, wo sie durcheinander¬ gewürfelt sind, wie das ihre Wanderungen vielfach mit sich bringen. Die Menschen sind",47
122,page_050,mega,1890,2270,"ein Gemein‐ wesen ist reich; eine Perle oder Diamant ist werthvoll ... Eine Perle oder Diamant hat Werth als Perle oder Diamant 28) ist klar, daß das Mittelalter nicht vom Katholicismus und die antike Welt nicht von der Politik leben konnten. Die Art und Weise, wie sie ihr Leben gewannen, erklärt umgekehrt, warum dort die Politik, hier der Katholicismus ihre Rollen spielten. Es",1895-96b,dnz,2409280,2409627,"en Redeusarten über Mittel¬ alter und antike Welt seien irgend Jemand unbekannt geblieben. So viel ist klar, daß das Mittelalter nicht vom Katholizismus und die antike Welt nicht von der Politik leben konnten. Die Art und Weise, wie sie ihr Leben gewannen, erklärt umgekehrt, warum dort die Politik, hier der Katholizismus die Hauptrolle spielte. ",282
123,page_465,mega,1306,1396,"werde durch Erweiterung des Markts, besonders Indiens, und durch Erzwingung hinreichender ",1895-96b,dnz,2728274,2728431,"ere, durch Erweiterung der Kluft zwischen dem Berufsfoldaten und dem Zivilisten, durch Schaffung einer Ausnahmsstellung für das Heer, durch Erzwingung eines ",48
124,page_189,mega,751,894,"einer Stadt, die ein öffentliches Meeting abhält, um zu petitioniren, daß die Arbeitszeit für Männer täglich auf 18 Stunden be‐ schränkt werden",1903-04a,dnz,2042060,2042578,"enkostete ein öffentliches Bad (in Japan, dem Lande der Rein¬ lichkeit, eines der größten Volksbedürfnisse) im Jahre 1877 0,7 Sen, im Jahre 1900 2,5 Sett, ferne Im Jahre. Im Jahre. 1900 Kartoffeln (pro Quart). 1877. 8 Sen. 3,5 Sen. Holzkohle (pro Sack). 1900 28 — 1877. 18,0 2 Papier (pro Buch). 1900. Feuerholz (pro 50 Bündel). 1800 280 150,0 Eier 1875. 0,5—1,51 1901 3—4 Sake (Reisbier) gute Qualität 1875 25,0 1901 Matten für den Fußboden. 1875. 1901 300 65,0 Dazu kommt, daß die Arbeitszeit im Laufe der Jahre bede",64
125,page_516,mega,211,424," und die Produktivkraft ihrer Arbeit wächst, sogar ihre Funktion als Verwerthungs‐ mittel des Kapitals immer prekärer für sie wird; sobald sie entdecken, daß der Intensivitätsgrad der Konkurrenz unter ihnen selbst",1895-96b,dnz,186325,186819," und die produktive Thätigkeit des Menschen bekümmern. Wenn man aber von der Konsumtion ausgeht, so kann man sich bei der Erklärung, daß jetzt nicht menschlich' konsumirt werde, und bei dem Postulat der menschlichen Konsumtion"", der Erziehung zur wahren Konsumtion und dergleichen Phrasen beruhigen. Schließlich ist noch zu erwähnen, daß gerade Die Neue Zeit. 52 die Oekonomen, die von der Konsumtion ausgingen, reaktionär waren und das revolutionäre Element in der Konkurrenz und großen Indust",59
126,page_049,mega,3664,4344,"ökonomische Struktur der Gesellschaft die reale Basis sei, worauf sich ein juristischer und politischer Ueberbau erhebe, und welcher bestimmte gesellschaftliche Bewußtseinsformen entsprächen"", daß ""die Produktionsweise des materiellen Lebens den socialen, politischen und geistigen Lebensprozeß überhaupt bedinge"",‒ alles dieß sei zwar richtig für die heutige Welt, wo die materiellen Interessen, aber nicht für das Mittelalter, wo der Katholicismus, und für Athen und Rom, wo die Politik herrschten. Zunächst ist es befremdlich, daß Jemand vorauszusetzen beliebt, diese weltbekannten Re‐ densarten über Mittelalter und antike Welt seien irgend Jemand unbekannt geblieben. So viel",1895-96b,dnz,2408683,2409378,"kanischer Kritiker fand sofort heraus, was jetzt unser englischer Kritiker auch entdeckt: Marx hatte in dieser Vorrede erklärt, daß ""die Produktions¬ weise des materiellen Lebens den sozialen, politischen und geistigen Lebensprozeß , überhaupt bedinge""; darauf erwiderte der Kritiker, ""alles dies sei zwar richtig für die heutige Welt, wo die materiellen Interessen, aber weder für das Mittelalter, wo der Katholizismus, noch für Athen und Rom, wo die Politik herrschte."" einer Note im ""Kapital"" bemerkt dazu Marx: ""Zunächst ist es befremdlich, daß Jemand vorauszusetzen beliebt, diese weltbekannten Redeusarten über Mittel¬ alter und antike Welt seien irgend Jemand unbekannt geblieben. So viel",524
127,page_049,mega,3730,3958,"sich ein juristischer und politischer Ueberbau erhebe, und welcher bestimmte gesellschaftliche Bewußtseinsformen entsprächen"", daß ""die Produktionsweise des materiellen Lebens den socialen, politischen und geistigen Lebensprozeß",1903-04a,dnz,2937382,2937605,"sachen der historischen Bewegung entdecken will, dann muße¬ man sie in der Produktionsweise des materiellen Lebens suchen, die, wie Marz¬ sagt, im allgemeinen die Entfaltung des sozialen, politischen und geistigen Lebens be",104
128,page_012,mega,2675,2802,sich durchsetzenden Tendenzen. Das industriell entwickeltere Land zeigt dem minder entwickelten nur das Bild der eignen Zukunft,1903-04a,dnz,2906695,2906861,"igt den Gedanken Morgans. ""Das industriell entwickeltere Land"", sagt er in der Vorrede zum ""Kapital"", ""zeigt¬ dem minder entwickelten nur das Bild der eigenen Zukunft",106
129,page_368,mega,2235,2998,"Schranken findet. Die Maschinerie bewirkt einerseits direkte Vermehrung des Rohmaterials, wie z. B. der cotton gin die Baumwollproduktion vermehrte 230) ""Die Leiden der Handweber (von Baumwolle und mit Baumwolle gemischten Stoffen) waren Gegenstand der Untersuchung durch eine königl. Kommission, aber obgleich ihr Elend an‐ erkannt und bejammert wurde, überließ man die Verbesserung (!) ihrer Lage dem Zufall und dem Wechsel der Zeit, und man darf hoffen, daß diese Leiden jetzt (20 Jahre später!) beinahe (nearly) verwischt sind, wozu die jetzige große Ausdehnung der Dampfwebstühle aller Wahr‐ scheinlichkeit nach beigetragen hat."" (l. c. p. 15.) 231) Andre Methoden, wodurch die Maschinerie auf die Produktion des Rohmaterials einwirkt, werden im Dritten Buch",1895-96b,dnz,439193,439850,"schlechts ist. Diese Verschieden¬ heit der Geschlechter, welche im Verhältniß von 4:7 statthat, verliert sich mit zu¬ nehmendem Alter vollkommen. — Den zweiten Gegenstand der Unternehmungen bildete die Ermittlung der Kohlensäure‐ und Stickstoffproduktion zu verschiedenen Tageszeiten. Die Ergebnisse, waren folgender Art: Bei gänzlich ruhigem, gleichmäßigen Verhalten erleidet die Kohlensäure¬ produktion nur ganz geringfügige Schwankungen. Bei vier Personen betrug im Ver¬ laufe von fünf Stunden die größte Abweichung vom Mittelwerthe im Durchschnitt, 6,19 Prozent. Auch die Einfügung von Arbeitsstunden vermochte die Produktion, der Kohlensäure in den Ruh",160
130,page_224,mega,1210,1413," Der neue Fabrikakt vom 8. Juni 1847 setzte fest, daß am ersten Juli 1847 eine vorläufige Verkürzung des Arbeitstags der ""jungen Personen"" (von 13 bis zu 18 Jahren) und aller Arbeiterinnen auf 11 Stunden",1900-01a,dnz,44042,44191," der Fabrikakt vom 8. Juni 1847 setzte fest, daß vom 1. Mai 1848, an der Arbeitstag der jungen Personen und der weiblichen Arbeiter auf zehn. Stunden",122
131,page_017,mega,87,597,"Waare. Der Reichthum der Gesellschaften, in welchen kapitalistische Produktions‐ weise herrscht, erscheint als eine ""ungeheure Waarensammlung""einzelne Waare als seine Elementarform. Unsere Untersuchung beginnt daher mit der Analyse der Waare. Die Waare ist zunächst ein äußerer Gegenstand, ein Ding, das durch seine Eigenschaften menschliche Bedürfnisse irgend einer Art befriedigt. Die Natur dieser Bedürfnisse, ob sie z. B. dem Magen oder der Phantasie ent‐ springen, ändert nichts an der Sache wie die Sache",1900-01a,dnz,2875964,2876354,"andel. Der Reichthum der Gesellschaften, in welchen kapitalistische Produktionsweise rrscht, erscheint als eine ungeheure Waarensammlung, die einzelne Waare als seine Elementarform."" Der Produktionsprozeß selbst ist in Waaren wie ein Mecha¬ nismus in einzelne Stücke zerlegt. Ein endloser Waarenstrom ergießt sich nun über die Welt und er verpflanzt in die entferntesten Erdenwinkel die Ele",279
132,page_235,mega,710,1363,"Geschöpf der modernen Produktions‐ weise. Ihre wundervolle Entwicklung von 1853‐1860, Hand in Hand mit der physischen und moralischen Wiedergeburt der Fabrikarbeiter, schlug das blödeste Auge. Die Fabrikanten selbst, denen die gesetzliche Schranke und Regel des Arbeitstags durch halbhundertjährigen Bürgerkrieg Schritt für Schritt abgetrotzt, wiesen prahlend auf den Kontrast mit den noch ""freien"" Exploitationsgebieten hinproklamirten nun die Einsicht in die Nothwendigkeit eines gesetzlich ge‐ regelten Arbeitstags als charakteristische Neuerrungenschaft ihrer ""Wis‐ senschaft""in das Unvermeidliche gefügt und mit ihm ausgesöhnt, die Widerstandskraft",1900-01a,dnz,39417,39899,"erhalb dieser Produktions¬ weise eine Arbeitszeit zu erreichen, die von der Arbeiterklasse selbst als noth¬ wendig anerkannt würde, eine Arbeitszeit, an der ste festhalten würde, auch Marx kannte seine Pappenheimer und höhnte bereits 1867 die ""Pharifäer der poli¬ tischen Oekonomie (in England), die nun die Einsicht in die Nothwendigkeit eines gesetzlich geregelten Arbeitstags als charakteristische Neuerung ihrer ""Wissenschaftt"" proklamirten. Die Neue Zeit. 12 wenn sie die Kraft",288
133,page_396,mega,1228,1537,"der Keim der Erziehung der Zukunft, welche für alle Kinder über einem gewissen Alter produktive Arbeit mit Unterricht und Gymnastik verbinden wird, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollseitig entwickelter Menschen. Man",1900-01a,dnz,312385,312665,"e Kinder, die ein gewisses Alter überschritten haben, produktive Arbeit mit Unterricht und Gymnastik verbinden werde, nicht nur als eine Methode zur Steigerung der gesellschaftlichen Produktion, sondern als die einzige Methode zur Produktion vollständig entwickelter Menschen. Den",248
134,page_604,mega,2080,2882," Das Protektionssystem war ein Kunstmittel Fabrikanten zu fabriciren,unabhängige Arbeiter zu expropriiren, die nationalen Produktions‐ und Lebensmittel zu kapitalisiren, den Uebergang aus der alterthümlichen in die moderne Produktionsweise gewaltsam abzukürzen. Die europäischen Staa‐ ten rissen sich um das Patent dieser Erfindung, und einmal in den Dienst der Plusmacher eingetreten, brandschatzten sie zu jenem Behuf nicht nur das eigne Volk, indirekt durch Schutzzölle, direkt durch Exportprämien u. s. w. In den abhängigen Nebenlanden wurde alle Industrie gewaltsam ausgerodet, wie z. B. die irische Wollmanufaktur von England. Auf dem europäischen Kontinent ward nach Colbert's Vorgang der Prozeß noch sehr vereinfacht. Das ursprüngliche Kapital des Industriellen fließt hier zum Theil direkt aus",1900-01a,dnz,2155402,2156473," Das Protektionssystem der Manufakturperiode und der Anfänge der kapitalistischen Industrie war eine rücksichtslose Ausraubung des Volkes innerhalb¬ und außerhalb der eigenen Staatsgrenzen. Engels zitirt Marx' ""Kapital"" (ich vervollständige das Zitat): ""Das Protektionsfystem war ein Kunstmittel, Fabri¬ kanten zu fabriztren, unabhängige Arbeiter zu expropriiren, die nationalen Pro¬ duktions‐ und Lebensmittel zu kapitalisiren, den Uebergang aus der alterthüm¬ lichen in die moderne Produktionsweise gewaltsam abzukürzen. Die europäischen Staaten rissen sich um das Patent dieser Erfindung, und einmal in den Dienst¬ das der Plusmacher eingetreten, brandschatzten sie zu jenem Behuf nicht nur eigene Volk indirekt durch Schutzzölle, direkt durch Exporiprämien u. s. w. In wie den abhängigen Nebenlanden wurde die Industrie gewaltsam ausgerodet zum Beispiel die irische Wollmanufaktur von England. Auf dem europäischen Das: Kontinent ward nach Colberts Vorgang der Prozeß noch sehr vereinfacht. dem ursprüngliche Kapital der Industriellen fließt hier zum Theil direkt aus",775
135,page_235,mega,809,1311,"mit der physischen und moralischen Wiedergeburt der Fabrikarbeiter, schlug das blödeste Auge. Die Fabrikanten selbst, denen die gesetzliche Schranke und Regel des Arbeitstags durch halbhundertjährigen Bürgerkrieg Schritt für Schritt abgetrotzt, wiesen prahlend auf den Kontrast mit den noch ""freien"" Exploitationsgebieten hinproklamirten nun die Einsicht in die Nothwendigkeit eines gesetzlich ge‐ regelten Arbeitstags als charakteristische Neuerrungenschaft ihrer ""Wis‐ senschaft""in das Unvermeidliche",1900-01b,dnz,1010758,1011154,"t Ursachen und Wirkungen durcheinanderwirft."" Auf S. 604 des zitirten Bandes der ""Neuen Zeit"" reproduzirte Bernstein einen längeren Passus aus dem ""Kapital"", der mit dem Satze schließt: ""Die Pharisäer der politischen Oekonomie proklamirten nun die Einsicht in die Nothwendigkeit eines gesetzlich geregelten Arbeitstags als charakteristische Neuerrungenschaft ihrer Wissen¬ schaft'."" Dazu bemerkte",258
